# AUV Synthetic IMU  — timestamp,ax,ay,az,gx,gy,gz
timestamp,ax,ay,az,gx,gy,gz
0.0000000,0.4308749,0.0447752,-9.7792095,0.0034455,-0.0150936,-0.0043349
0.0100000,0.3197754,-0.0474887,-9.8346498,-0.0006119,-0.0076780,-0.0022095
0.0200000,0.3777288,-0.0253759,-9.8284561,-0.0064881,-0.0088132,-0.0019454
0.0300000,0.3120159,-0.0204495,-9.8109416,0.0022152,-0.0095704,-0.0074663
0.0400000,0.3265004,-0.0462585,-9.8438968,0.0003615,-0.0084902,0.0021103
0.0500000,0.2833117,-0.0874223,-9.9087765,0.0033337,-0.0089207,-0.0000460
0.0600000,0.2865288,0.0361150,-9.7751542,0.0027770,-0.0076176,0.0008273
0.0700000,0.3176678,0.0509132,-9.7040119,0.0010023,-0.0096163,0.0061637
0.0800000,0.2110315,-0.0022019,-9.7483774,-0.0013876,-0.0103115,-0.0003404
0.0900000,0.3209372,-0.0140054,-9.8705887,-0.0009104,-0.0111864,0.0009581
0.1000000,0.2888100,0.0699038,-9.9235594,0.0016560,-0.0092270,-0.0034160
0.1100000,0.3339772,0.1320724,-9.8982546,-0.0013925,-0.0104860,-0.0021456
0.1200000,0.2863537,-0.0105881,-9.8372819,0.0022588,-0.0099841,0.0006694
0.1300000,0.3263312,0.0226853,-9.8147798,-0.0043788,-0.0059692,-0.0010145
0.1400000,0.2134903,-0.0002877,-9.7840596,-0.0007580,-0.0064273,0.0041095
0.1500000,0.2483725,-0.0883125,-9.8076364,0.0017714,-0.0110152,0.0035199
0.1600000,0.3350398,0.0798860,-9.8404592,-0.0032680,-0.0054458,0.0028614
0.1700000,0.2725621,0.0979069,-9.7454374,-0.0040761,-0.0079575,-0.0026900
0.1800000,0.2413662,-0.0647068,-9.7886867,-0.0043202,-0.0056415,0.0000830
0.1900000,0.1216883,-0.0133025,-9.8729803,-0.0005108,-0.0111455,0.0020721
0.2000000,0.2474793,-0.0190297,-9.7417658,-0.0018543,-0.0080123,0.0003716
0.2100000,0.1980572,-0.0682372,-9.7827831,-0.0008543,-0.0136052,0.0025025
0.2200000,0.2174222,0.0045171,-9.8202669,0.0026126,-0.0074862,0.0000694
0.2300000,0.1621832,0.0333789,-9.7760286,-0.0015300,-0.0074429,0.0018381
0.2400000,0.1611479,0.0624512,-9.8101072,-0.0018423,-0.0089024,-0.0001856
0.2500000,0.1436753,-0.1132728,-9.7399313,-0.0009706,-0.0087416,-0.0052701
0.2600000,0.1362367,0.0294789,-9.6652926,-0.0037786,-0.0006363,0.0001664
0.2700000,0.2028297,0.0428720,-9.7797402,-0.0016043,-0.0019140,-0.0015841
0.2800000,0.1892682,0.0624908,-9.7977908,-0.0010463,-0.0062505,-0.0008929
0.2900000,0.0594138,-0.0183178,-9.8864685,-0.0050804,-0.0079515,-0.0007056
0.3000000,0.1237971,-0.0444913,-9.8146481,0.0051713,-0.0039980,0.0003952
0.3100000,0.1084400,-0.0041441,-9.8347082,0.0004203,-0.0103311,-0.0014628
0.3200000,0.1848160,-0.0253379,-9.7697692,0.0036716,-0.0107853,-0.0005279
0.3300000,0.0731721,0.0047680,-9.7599539,-0.0019760,-0.0084798,0.0059609
0.3400000,0.0465063,-0.0407551,-9.8319129,0.0008259,-0.0073709,0.0039494
0.3500000,0.0245960,-0.0223565,-9.7353863,-0.0001947,-0.0110830,-0.0048925
0.3600000,0.0048923,0.0820070,-9.8917011,-0.0064732,-0.0094732,-0.0056291
0.3700000,0.1367186,-0.0368037,-9.8760888,-0.0014341,-0.0096646,0.0020020
0.3800000,0.0574274,0.0286749,-9.8110406,-0.0073594,-0.0061395,0.0028185
0.3900000,0.0578758,0.0051489,-9.8625632,0.0021259,-0.0062161,0.0050989
0.4000000,0.0574569,0.1035242,-9.7714105,0.0025544,-0.0054318,-0.0017949
0.4100000,0.0483481,-0.1234210,-9.8411864,0.0009810,-0.0045506,0.0036413
0.4200000,0.0318748,0.0014395,-9.8027638,-0.0026820,-0.0080334,0.0027927
0.4300000,-0.0019994,0.0277917,-9.7522125,-0.0099079,-0.0075545,0.0028105
0.4400000,-0.0598336,-0.0452317,-9.8508781,-0.0009980,-0.0112773,-0.0003895
0.4500000,0.0078350,0.0121662,-9.8378791,0.0016347,-0.0075160,-0.0008432
0.4600000,0.0658211,-0.0429285,-9.8047431,0.0020028,-0.0113671,-0.0012827
0.4700000,-0.0731617,-0.1611247,-9.8419172,0.0008070,-0.0018093,-0.0021385
0.4800000,0.0373306,0.0188030,-9.8015484,0.0040186,-0.0098593,-0.0010782
0.4900000,-0.0525365,0.0269503,-9.7605578,-0.0033151,-0.0061815,0.0021733
0.5000000,-0.0497290,0.1029185,-9.7460319,-0.0047450,-0.0096357,0.0005111
0.5100000,-0.0673995,0.0446603,-9.7653519,0.0012738,-0.0074551,0.0036145
0.5200000,-0.0432702,0.0246754,-9.8152354,-0.0014932,-0.0049529,-0.0005612
0.5300000,-0.0565547,-0.0260260,-9.8679337,-0.0012117,-0.0066626,0.0072317
0.5400000,-0.1164420,-0.0066737,-9.8190417,-0.0056700,-0.0067968,-0.0021298
0.5500000,-0.0456809,-0.0252732,-9.7026376,0.0010414,-0.0042644,0.0015839
0.5600000,-0.0190320,0.0309292,-9.8146779,0.0048968,-0.0050752,0.0035169
0.5700000,-0.1594459,-0.1303092,-9.8343216,-0.0009608,-0.0052077,0.0037187
0.5800000,-0.0850852,-0.1300294,-9.7909280,0.0018723,-0.0066130,-0.0006706
0.5900000,-0.0552941,0.0295409,-9.7907242,0.0009628,-0.0068183,-0.0026526
0.6000000,-0.1230418,0.0817048,-9.7657995,0.0023868,-0.0033223,-0.0046653
0.6100000,-0.1584843,-0.0212523,-9.8258592,0.0000624,-0.0038260,-0.0003020
0.6200000,-0.1122289,-0.1115530,-9.7707886,-0.0000567,-0.0083510,0.0005078
0.6300000,-0.1884535,-0.0144372,-9.8472997,-0.0004314,-0.0112538,-0.0015172
0.6400000,-0.1347606,-0.0018082,-9.7649524,-0.0019337,-0.0066313,0.0020731
0.6500000,-0.1795124,0.0077963,-9.8534145,0.0029795,-0.0066885,-0.0040067
0.6600000,-0.1284424,0.0766264,-9.8662001,0.0006518,-0.0067322,-0.0008657
0.6700000,-0.1589561,-0.0593107,-9.7307758,-0.0017574,-0.0059626,0.0040121
0.6800000,-0.1083117,0.0825577,-9.8223691,0.0001626,-0.0088930,-0.0006629
0.6900000,-0.2215650,-0.0409288,-9.7959386,0.0026902,-0.0139145,0.0033494
0.7000000,-0.1979933,-0.0840251,-9.7837568,0.0009670,-0.0044481,-0.0005032
0.7100000,-0.1537881,0.0720261,-9.7442966,0.0004546,-0.0113832,-0.0084438
0.7200000,-0.1418678,-0.0603695,-9.7090937,0.0081376,-0.0074044,0.0060865
0.7300000,-0.2539203,-0.0616255,-9.8189682,-0.0006511,-0.0076721,-0.0006927
0.7400000,-0.2990856,0.0108962,-9.7276766,0.0040002,-0.0139618,0.0005618
0.7500000,-0.2451884,0.0005748,-9.8034350,-0.0022958,-0.0056747,-0.0070540
0.7600000,-0.2674206,0.0688216,-9.7460796,-0.0014608,-0.0093962,0.0003760
0.7700000,-0.1964473,-0.0891320,-9.7958510,0.0004064,-0.0082442,-0.0011495
0.7800000,-0.2008315,-0.0104605,-9.7955822,0.0039595,-0.0054998,-0.0001905
0.7900000,-0.2389778,0.0115264,-9.8058431,0.0021995,-0.0022366,-0.0037484
0.8000000,-0.1573030,-0.0148712,-9.6929441,0.0034262,-0.0092713,-0.0000407
0.8100000,-0.1928846,0.0717105,-9.7894320,0.0026606,-0.0083318,-0.0014952
0.8200000,-0.2505943,-0.0063326,-9.7971466,-0.0007087,-0.0044110,-0.0021907
0.8300000,-0.2555072,0.0256887,-9.7593976,0.0007984,-0.0085295,-0.0013637
0.8400000,-0.2758663,-0.0368767,-9.8115601,0.0016959,-0.0082827,-0.0035229
0.8500000,-0.3217139,-0.1060283,-9.7948465,-0.0026436,-0.0098617,0.0016199
0.8600000,-0.3416681,0.0115034,-9.8656120,0.0019014,-0.0080315,0.0006193
0.8700000,-0.2524998,-0.0523072,-9.9004804,-0.0050074,-0.0109749,-0.0040045
0.8800000,-0.2905299,0.0461901,-9.7321281,0.0027734,-0.0112718,-0.0060238
0.8900000,-0.3748450,-0.0226748,-9.7856329,-0.0028633,-0.0100509,0.0005341
0.9000000,-0.3247872,0.0091937,-9.7623817,-0.0007941,-0.0054003,0.0046264
0.9100000,-0.4005909,-0.0358339,-9.7292156,0.0019375,-0.0107585,0.0048404
0.9200000,-0.3095005,-0.0835885,-9.7686968,-0.0018154,-0.0028013,0.0026769
0.9300000,-0.3136655,0.0427471,-9.7662551,0.0039499,-0.0047233,0.0018501
0.9400000,-0.3968800,0.0263667,-9.7034605,0.0036086,-0.0086783,-0.0002149
0.9500000,-0.3470161,0.0346466,-9.7155750,-0.0017344,-0.0069059,0.0026683
0.9600000,-0.4138276,0.0894401,-9.7807044,-0.0019271,-0.0087668,-0.0008429
0.9700000,-0.2911511,-0.0394759,-9.8075133,0.0024119,-0.0090755,0.0031467
0.9800000,-0.2894942,-0.0359711,-9.7350910,-0.0014296,-0.0062896,-0.0001046
0.9900000,-0.2657701,-0.0921589,-9.7381992,-0.0005778,-0.0111389,0.0018014
1.0000000,-0.4082967,-0.1176311,-9.7834805,-0.0019558,-0.0088740,0.0019132
1.0100000,-0.3814201,0.0373593,-9.7224294,0.0011637,-0.0113851,-0.0035962
1.0200000,-0.3479593,0.0357543,-9.8624919,-0.0003353,-0.0135245,0.0038665
1.0300000,-0.3469289,-0.0932145,-9.8380159,0.0018125,-0.0076061,0.0000930
1.0400000,-0.4230737,0.0177174,-9.7162944,0.0012124,-0.0085869,0.0023059
1.0500000,-0.3931702,0.0031982,-9.7892451,-0.0001686,-0.0047001,-0.0045880
1.0600000,-0.4723650,-0.0135023,-9.8419628,0.0016119,-0.0070283,0.0041533
1.0700000,-0.3705216,0.0647473,-9.7082670,0.0002282,-0.0066440,-0.0046086
1.0800000,-0.3933086,0.0056322,-9.7476348,-0.0026664,-0.0061614,0.0007324
1.0900000,-0.4365473,-0.0152484,-9.8606938,0.0026503,-0.0066586,-0.0014873
1.1000000,-0.4726930,-0.0526383,-9.7689125,0.0001142,-0.0107279,-0.0010822
1.1100000,-0.4248412,0.1016490,-9.8342979,-0.0000847,-0.0046092,-0.0001781
1.1200000,-0.4388814,-0.0724274,-9.7700992,0.0011188,-0.0073702,0.0019256
1.1300000,-0.5807353,-0.0471160,-9.8429433,-0.0077604,-0.0077619,0.0007679
1.1400000,-0.5533270,0.0682755,-9.7424213,0.0005165,-0.0066334,0.0011525
1.1500000,-0.5156371,0.0606618,-9.7304483,0.0067450,-0.0087730,0.0044174
1.1600000,-0.3788335,-0.0453304,-9.8329809,-0.0034366,-0.0069180,0.0025016
1.1700000,-0.3933024,0.0142327,-9.8175329,0.0024138,-0.0078900,0.0001562
1.1800000,-0.5257742,0.0385174,-9.7760346,0.0005198,-0.0135764,0.0012207
1.1900000,-0.3863980,0.0171546,-9.7608375,-0.0022704,-0.0068888,0.0002609
1.2000000,-0.4975703,-0.0541541,-9.7856777,0.0025934,-0.0069921,0.0023684
1.2100000,-0.4422196,-0.0782200,-9.7614070,-0.0055399,-0.0070549,0.0030455
1.2200000,-0.5639823,-0.1044624,-9.8225695,-0.0015948,-0.0060650,-0.0001744
1.2300000,-0.4864727,-0.0153413,-9.7955639,0.0005153,-0.0086845,0.0006834
1.2400000,-0.5362682,-0.0475920,-9.8535023,-0.0015041,-0.0104764,0.0004727
1.2500000,-0.5609350,0.0273988,-9.7160822,-0.0008567,-0.0069510,-0.0010036
1.2600000,-0.5186675,0.0574562,-9.8376339,0.0006590,-0.0072534,-0.0048721
1.2700000,-0.5465727,0.0488851,-9.6943812,-0.0012500,-0.0105349,0.0004319
1.2800000,-0.5103985,0.0862976,-9.8396903,0.0034680,-0.0102848,-0.0047971
1.2900000,-0.5502726,-0.1261983,-9.7703821,0.0018154,-0.0073394,-0.0006374
1.3000000,-0.5554011,0.0203319,-9.7724946,-0.0000879,-0.0069238,-0.0042313
1.3100000,-0.6146513,-0.0224701,-9.7896065,-0.0002851,-0.0071918,0.0040210
1.3200000,-0.5817999,0.0207828,-9.7395387,-0.0000624,-0.0124846,-0.0001152
1.3300000,-0.6200419,-0.0501161,-9.7648086,0.0055256,-0.0084679,-0.0005511
1.3400000,-0.5369547,0.0492104,-9.6819376,0.0023210,-0.0108501,-0.0012722
1.3500000,-0.6848095,-0.0152519,-9.7323241,0.0013992,-0.0041202,-0.0001964
1.3600000,-0.5965547,-0.0189906,-9.7134209,-0.0006487,-0.0058041,-0.0007585
1.3700000,-0.6164048,-0.0176563,-9.7122292,-0.0012310,-0.0097731,-0.0023514
1.3800000,-0.6394367,0.0011843,-9.7159666,0.0023910,-0.0036172,-0.0048020
1.3900000,-0.6187529,-0.0198566,-9.7831905,0.0027067,-0.0157581,-0.0038143
1.4000000,-0.5420831,0.0620003,-9.7752920,0.0035917,-0.0125407,0.0047562
1.4100000,-0.6197247,0.0216952,-9.8457391,-0.0053316,-0.0124843,0.0002987
1.4200000,-0.6276053,-0.0151616,-9.8071080,0.0003307,-0.0090219,-0.0031543
1.4300000,-0.5940443,-0.0566758,-9.7542777,-0.0046945,-0.0132344,0.0007209
1.4400000,-0.5550100,0.1130837,-9.8164892,-0.0014791,-0.0075873,0.0078788
1.4500000,-0.6427716,0.0087667,-9.8047955,0.0005534,-0.0079846,-0.0041455
1.4600000,-0.6767248,-0.0187070,-9.7633778,-0.0017629,-0.0085284,0.0034923
1.4700000,-0.6411995,0.0149194,-9.7512199,0.0041622,-0.0102426,0.0026101
1.4800000,-0.6091683,-0.0825038,-9.8371513,0.0030692,-0.0107206,-0.0006975
1.4900000,-0.5522219,0.0654246,-9.7587268,-0.0007991,-0.0055501,0.0012461
1.5000000,-0.5971274,0.0040714,-9.7720367,0.0006923,-0.0033079,0.0020631
1.5100000,-0.6053073,0.0326673,-9.6072136,0.0020747,-0.0070910,-0.0039849
1.5200000,-0.7341506,-0.0011909,-9.6929085,0.0032243,-0.0088777,-0.0008514
1.5300000,-0.5953819,-0.0143619,-9.7738470,0.0015560,-0.0073592,-0.0024979
1.5400000,-0.6548245,-0.0575528,-9.7275032,0.0044325,-0.0123285,-0.0003603
1.5500000,-0.5699144,-0.0752131,-9.6349556,0.0024621,-0.0095284,0.0017448
1.5600000,-0.7580686,-0.0111807,-9.7799828,0.0026532,-0.0086202,0.0082753
1.5700000,-0.6291960,0.0910743,-9.7392642,0.0008247,-0.0077916,-0.0060789
1.5800000,-0.6998561,0.0657841,-9.7113031,-0.0041917,-0.0091350,0.0056955
1.5900000,-0.6999829,0.0139129,-9.7872698,-0.0016819,-0.0062971,-0.0046802
1.6000000,-0.6608248,0.0037824,-9.7717762,-0.0030525,-0.0040425,-0.0007108
1.6100000,-0.6223959,-0.0802769,-9.7310510,0.0013268,-0.0067053,0.0028674
1.6200000,-0.6332249,-0.0528690,-9.7748334,0.0015468,-0.0135003,-0.0005781
1.6300000,-0.7192093,0.0364400,-9.7442281,-0.0016997,-0.0063544,-0.0004626
1.6400000,-0.6916620,0.0530928,-9.7968060,0.0001194,-0.0087891,-0.0033318
1.6500000,-0.5717124,-0.0294038,-9.7778676,0.0033169,-0.0073628,-0.0013671
1.6600000,-0.7086576,-0.0834273,-9.8359369,-0.0012054,-0.0072070,-0.0018751
1.6700000,-0.8067458,-0.0104309,-9.7208229,-0.0012442,-0.0065167,0.0051100
1.6800000,-0.6611351,0.0299337,-9.7290912,0.0002318,-0.0075015,0.0017713
1.6900000,-0.6775503,0.0230671,-9.7454233,-0.0031919,-0.0080793,-0.0015734
1.7000000,-0.6713267,-0.0321406,-9.6717565,-0.0035860,-0.0039941,0.0048010
1.7100000,-0.7964046,-0.0129123,-9.7761529,-0.0021953,-0.0112266,-0.0022000
1.7200000,-0.7923508,-0.0414256,-9.7531589,-0.0024658,-0.0134578,0.0024557
1.7300000,-0.7775031,-0.0087925,-9.8169339,0.0046665,-0.0089920,0.0004218
1.7400000,-0.7619407,-0.0814346,-9.6669124,0.0012994,-0.0070861,0.0056461
1.7500000,-0.8240928,-0.0095228,-9.8357032,-0.0014534,-0.0061270,-0.0038236
1.7600000,-0.7694774,-0.0102478,-9.6745473,-0.0024355,-0.0093943,0.0000331
1.7700000,-0.7510880,-0.0582744,-9.7489298,0.0006673,-0.0088897,0.0091412
1.7800000,-0.7453809,-0.0511739,-9.7587790,0.0089453,-0.0121359,-0.0015573
1.7900000,-0.7969025,0.0333141,-9.7564164,-0.0022472,-0.0068014,-0.0007178
1.8000000,-0.7814396,0.0279440,-9.7214760,-0.0010502,-0.0081684,-0.0014783
1.8100000,-0.7567236,-0.0441191,-9.7462216,-0.0020499,-0.0120092,0.0021254
1.8200000,-0.7831591,-0.1139633,-9.6912855,0.0006362,-0.0069204,-0.0028406
1.8300000,-0.7379547,-0.0608134,-9.7578249,-0.0040590,-0.0038298,0.0027248
1.8400000,-0.7502357,0.0070719,-9.6111971,0.0001487,-0.0066553,0.0009030
1.8500000,-0.8188186,0.0281571,-9.7402431,-0.0007019,-0.0063127,-0.0013598
1.8600000,-0.8638413,0.0191576,-9.6864700,-0.0039384,-0.0085716,0.0072117
1.8700000,-0.9065084,-0.0516709,-9.7629588,0.0036523,-0.0071647,0.0002017
1.8800000,-0.8160876,-0.0791738,-9.7556370,-0.0006657,-0.0101918,0.0002796
1.8900000,-0.8863456,0.0908039,-9.8222759,-0.0010367,-0.0148186,0.0009949
1.9000000,-0.8492583,0.0459003,-9.7083783,-0.0053497,-0.0106068,0.0065538
1.9100000,-0.8209682,-0.0278875,-9.8256472,0.0016390,-0.0109659,0.0001280
1.9200000,-0.8494274,0.0153232,-9.7092381,0.0010152,-0.0082223,-0.0019701
1.9300000,-0.7058203,0.0938174,-9.7542289,-0.0034159,-0.0060632,-0.0009207
1.9400000,-0.8260020,0.0157829,-9.7717873,0.0012618,-0.0069416,-0.0003088
1.9500000,-0.8632521,-0.0253177,-9.7277553,0.0053377,-0.0122384,0.0051989
1.9600000,-0.8304027,0.0092048,-9.7301601,0.0028858,-0.0097244,-0.0059623
1.9700000,-0.8136865,-0.0015278,-9.8106437,-0.0011587,-0.0063749,-0.0011986
1.9800000,-0.8862964,0.0157849,-9.7130520,0.0059984,-0.0052565,0.0068456
1.9900000,-0.8464808,0.0840785,-9.7112157,0.0004736,-0.0066595,0.0017060
2.0000000,-0.8788670,0.0858761,-9.8382414,-0.0019491,-0.0063935,0.0000653
2.0100000,-0.8510092,0.0538479,-9.7037000,-0.0032802,-0.0098300,-0.0056740
2.0200000,-0.8706566,0.0109730,-9.6742043,-0.0023045,-0.0043085,0.0044699
2.0300000,-0.8442042,-0.0287037,-9.7101813,-0.0009356,-0.0060562,-0.0026970
2.0400000,-0.8301576,0.0044545,-9.7101561,0.0012938,-0.0100126,-0.0006396
2.0500000,-0.8712985,-0.0181968,-9.8085199,-0.0015250,-0.0125050,0.0021384
2.0600000,-0.8473332,0.0165712,-9.8027893,0.0035313,-0.0070135,-0.0006306
2.0700000,-0.8297470,0.0337751,-9.7638315,0.0023437,-0.0086393,-0.0030840
2.0800000,-0.7937898,0.0315953,-9.7514633,0.0004559,-0.0055908,-0.0016681
2.0900000,-0.8520535,-0.0358826,-9.7067285,-0.0009377,-0.0071974,-0.0035219
2.1000000,-0.9168004,-0.0142382,-9.7307662,0.0026315,-0.0080632,0.0048074
2.1100000,-0.8561584,0.0115255,-9.7751802,0.0044710,-0.0069226,0.0019929
2.1200000,-0.8978300,0.0087047,-9.7672907,0.0048655,-0.0022447,0.0041050
2.1300000,-0.9278556,0.0190690,-9.6786928,-0.0002301,-0.0101509,-0.0070435
2.1400000,-0.9094620,-0.0201042,-9.7794280,0.0030711,-0.0067066,-0.0010101
2.1500000,-0.8495530,-0.0539251,-9.7394406,0.0011187,-0.0078248,-0.0036533
2.1600000,-0.8106405,-0.0036354,-9.7937907,-0.0031090,-0.0097944,0.0020251
2.1700000,-0.8480046,0.0794652,-9.6617756,-0.0011059,-0.0116446,-0.0008618
2.1800000,-0.9098081,0.0092867,-9.7151499,-0.0042578,-0.0097901,-0.0047289
2.1900000,-0.9612385,0.0418865,-9.7158846,0.0014154,-0.0054170,-0.0016147
2.2000000,-0.8276439,0.0448241,-9.7226026,0.0018177,-0.0065670,-0.0012869
2.2100000,-0.9206835,0.0150066,-9.7817341,0.0004662,-0.0074377,-0.0020956
2.2200000,-0.9033287,-0.0455646,-9.6610763,-0.0027905,-0.0046839,0.0007389
2.2300000,-0.9208706,0.0055122,-9.7485143,0.0025455,-0.0085880,-0.0027152
2.2400000,-0.8638751,0.0002975,-9.7153190,-0.0057661,-0.0174247,-0.0020308
2.2500000,-0.8804210,0.0039846,-9.8036778,0.0002849,-0.0118389,0.0017903
2.2600000,-0.9471065,-0.0039180,-9.6984152,0.0025513,-0.0077285,0.0017818
